record_id,customer_id,old_plan,new_plan,change_date,change_reason,payment_status,amount_charged,payment_method
REC_00817,CUST_0443,PREMIUM,PREMIUM,2024-02-07,REACTIVATE,PAID,17.99,CARD
REC_00818,CUST_0443,PREMIUM,PREMIUM,2024-05-07,REACTIVATE,PAID,17.99,PAYPAL
REC_00819,CUST_0444,,STANDARD,2023-07-31,,PAID,13.99,PAYPAL
REC_00820,CUST_0444,STANDARD,PREMIUM,2023-11-24,UPGRADE,PAID,17.99,PAYPAL
REC_00821,CUST_0444,PREMIUM,PREMIUM,2024-11-06,REACTIVATE,PAID,17.99,BANK_TRANSFER
REC_00822,CUST_0445,,FREE,2023-07-05,NEW,PAID,0.0,
REC_00823,CUST_0446,,BASIC,2022-10-18,NEW,PAID,7.99,BANK_TRANSFER
REC_00824,CUST_0446,BASIC,STANDARD,2023-01-27,UPGRADE,PAID,13.99,PAYPAL
REC_00825,CUST_0446,STANDARD,STANDARD,2023-06-02,REACTIVATE,PAID,13.99,CARD
REC_00826,CUST_0446,STANDARD,STANDARD,2024-04-28,REACTIVATE,PAID,13.99,PAYPAL
REC_00827,CUST_0447,,PREMIUM,2023-12-12,NEW,PAID,17.99,BANK_TRANSFER
REC_00828,CUST_0448,,PREMIUM,2019-04-07,NEW,PAID,17.99,CARD
REC_00829,CUST_0448,PREMIUM,STANDARD,2020-02-20,DOWNGRADE,PAID,13.99,CARD
REC_00830,CUST_0449,,PREMIUM,2023-10-05,,PAID,17.99,BANK_TRANSFER
REC_00831,CUST_0449,PREMIUM,PREMIUM,2024-01-15,,PAID,17.99,BANK_TRANSFER
REC_00832,CUST_0449,PREMIUM,PREMIUM,2024-09-15,REACTIVATE,PAID,17.99,PAYPAL
REC_00833,CUST_0450,,FREE,2019-02-25,NEW,PAID,17.99,
REC_00834,CUST_0450,FREE,BASIC,2019-10-09,UPGRADE,PAID,7.99,BANK_TRANSFER
REC_00835,CUST_0451,,STANDARD,2024-07-21,NEW,PAID,13.99,PAYPAL
REC_00836,CUST_0452,,FREE,2022-11-13,NEW,PAID,0.0,
REC_00837,CUST_0453,,PREMIUM,2023-02-26,NEW,PAID,17.99,CARD
REC_00838,CUST_0453,PREMIUM,STANDARD,2024-03-31,DOWNGRADE,PAID,13.99,CARD
REC_00839,CUST_0454,,FREE,2020-12-08,NEW,PAID,0.0,
REC_00840,CUST_0455,,PREMIUM,2020-10-11,NEW,PAID,17.99,PAYPAL
REC_00841,CUST_0456,,BASIC,2022-09-18,NEW,PAID,7.99,BANK_TRANSFER
REC_00842,CUST_0457,,STANDARD,2022-02-05,NEW,PAID,13.99,BANK_TRANSFER
REC_00843,CUST_0457,STANDARD,PREMIUM,2022-07-25,,PAID,17.99,BANK_TRANSFER
REC_00844,CUST_0457,PREMIUM,STANDARD,2023-01-12,DOWNGRADE,PAID,13.99,PAYPAL
REC_00845,CUST_0457,STANDARD,PREMIUM,2024-01-31,UPGRADE,PAID,17.99,CARD
REC_00846,CUST_0458,,PREMIUM,2022-05-06,NEW,PAID,17.99,CARD
REC_00847,CUST_0458,PREMIUM,STANDARD,2022-09-08,DOWNGRADE,PAID,13.99,BANK_TRANSFER
REC_00848,CUST_0458,STANDARD,STANDARD,2023-09-28,REACTIVATE,PAID,13.99,PAYPAL
REC_00849,CUST_0458,STANDARD,STANDARD,2024-01-17,REACTIVATE,PAID,13.99,CARD
REC_00850,CUST_0459,,BASIC,2022-07-15,NEW,PAID,7.99,CARD
REC_00851,CUST_0460,,STANDARD,2024-07-10,NEW,PAID,13.99,BANK_TRANSFER
REC_00852,CUST_0461,,BASIC,2022-04-01,NEW,PAID,7.99,BANK_TRANSFER
REC_00853,CUST_0461,BASIC,FREE,2023-03-06,DOWNGRADE,PAID,0.0,
REC_00854,CUST_0462,,FREE,2021-03-12,NEW,PAID,0.0,
REC_00855,CUST_0463,,PREMIUM,2021-10-30,NEW,PAID,17.99,PAYPAL
REC_00856,CUST_0464,,STANDARD,2020-10-15,NEW,PAID,13.99,PAYPAL
REC_00857,CUST_0464,STANDARD,PREMIUM,2021-08-28,UPGRADE,PAID,17.99,BANK_TRANSFER
REC_00858,CUST_0464,PREMIUM,STANDARD,2022-08-17,DOWNGRADE,FAILED,13.99,CARD
REC_00859,CUST_0464,PREMIUM,STANDARD,2022-08-24,DOWNGRADE,PAID,13.99,CARD
REC_00860,CUST_0465,,BASIC,2022-01-23,NEW,PAID,7.99,CARD
REC_00861,CUST_0466,,PREMIUM,2019-06-30,NEW,PAID,17.99,PAYPAL
REC_00862,CUST_0467,,STANDARD,2024-07-18,NEW,PAID,13.99,BANK_TRANSFER
REC_00863,CUST_0467,STANDARD,STANDARD,2024-11-13,REACTIVATE,PAID,13.99,CARD
REC_00864,CUST_0468,,BASIC,2019-01-17,NEW,PAID,7.99,CARD
REC_00865,CUST_0468,BASIC,FREE,2020-01-14,,PAID,0.0,
REC_00866,CUST_0468,FREE,BASIC,2020-11-10,UPGRADE,PAID,7.99,BANK_TRANSFER
REC_00867,CUST_0468,BASIC,STANDARD,2021-11-21,UPGRADE,PAID,13.99,CARD
REC_00868,CUST_0469,,FREE,2019-10-23,NEW,PAID,0.0,
REC_00869,CUST_0469,FREE,BASIC,2020-03-16,UPGRADE,PAID,7.99,PAYPAL
REC_00870,CUST_0470,,BASIC,2019-05-08,NEW,PAID,7.99,BANK_TRANSFER
REC_00871,CUST_0471,,FREE,2022-06-22,NEW,PAID,0.0,
REC_00872,CUST_0471,FREE,FREE,2022-09-25,CANCEL,PAID,0.0,
REC_00873,CUST_0472,,BASIC,2021-10-17,NEW,PAID,7.99,PAYPAL
REC_00874,CUST_0472,BASIC,FREE,2022-08-08,DOWNGRADE,PAID,0.0,
REC_00875,CUST_0472,FREE,BASIC,2023-03-15,UPGRADE,PAID,7.99,CARD
REC_00876,CUST_0472,BASIC,STANDARD,2023-08-07,UPGRADE,PAID,13.99,PAYPAL
REC_00877,CUST_0473,,BASIC,2020-03-11,NEW,PAID,7.99,PAYPAL
REC_00878,CUST_0474,,STANDARD,2020-04-19,NEW,PAID,13.99,CARD
REC_00879,CUST_0474,STANDARD,PREMIUM,2020-12-11,UPGRADE,PAID,17.99,CARD
REC_00880,CUST_0475,,PREMIUM,2020-08-18,NEW,PAID,17.99,BANK_TRANSFER
REC_00881,CUST_0476,,BASIC,2024-07-29,,PAID,7.99,CARD
REC_00882,CUST_0477,,STANDARD,2020-07-16,NEW,PAID,13.99,PAYPAL
REC_00883,CUST_0477,STANDARD,PREMIUM,2020-12-18,UPGRADE,PAID,17.99,BANK_TRANSFER
REC_00884,CUST_0478,,FREE,2023-01-20,NEW,PAID,0.0,
REC_00885,CUST_0478,FREE,FREE,2023-08-11,REACTIVATE,PAID,0.0,
REC_00886,CUST_0478,FREE,FREE,2024-01-28,REACTIVATE,PAID,0.0,
REC_00887,CUST_0479,,FREE,2021-02-12,NEW,PAID,0.0,
REC_00888,CUST_0480,,STANDARD,2021-04-19,NEW,PAID,13.99,BANK_TRANSFER
REC_00889,CUST_0480,STANDARD,PREMIUM,2021-11-21,UPGRADE,PAID,17.99,PAYPAL
REC_00890,CUST_0481,,STANDARD,2022-01-09,NEW,PAID,13.99,PAYPAL
REC_00891,CUST_0482,,FREE,2024-07-06,NEW,PAID,0.0,
REC_00892,CUST_0482,FREE,FREE,2024-10-17,REACTIVATE,PAID,0.0,
REC_00893,CUST_0483,,FREE,2022-11-14,NEW,PAID,0.0,
REC_00894,CUST_0484,,BASIC,2022-04-15,NEW,PAID,7.99,CARD
REC_00895,CUST_0485,,BASIC,2021-01-02,NEW,PAID,7.99,BANK_TRANSFER
REC_00896,CUST_0486,,STANDARD,2019-10-02,NEW,PAID,13.99,PAYPAL
REC_00897,CUST_0486,STANDARD,STANDARD,2020-08-16,REACTIVATE,PAID,13.99,PAYPAL
REC_00898,CUST_0487,,BASIC,2023-03-20,NEW,FAILED,7.99,PAYPAL
REC_00899,CUST_0487,,BASIC,2023-03-27,NEW,PAID,7.99,PAYPAL
REC_00900,CUST_0488,,PREMIUM,2020-02-19,NEW,PAID,17.99,BANK_TRANSFER
REC_00901,CUST_0489,,BASIC,2024-02-29,NEW,FAILED,7.99,PAYPAL
REC_00902,CUST_0489,,BASIC,2024-03-07,NEW,PAID,7.99,PAYPAL
REC_00903,CUST_0490,,FREE,2019-02-19,NEW,PAID,0.0,
REC_00904,CUST_0491,,PREMIUM,2022-09-16,NEW,PAID,17.99,PAYPAL
REC_00905,CUST_0491,PREMIUM,PREMIUM,2023-08-04,REACTIVATE,PAID,17.99,BANK_TRANSFER
REC_00906,CUST_0492,,PREMIUM,2024-09-02,NEW,PAID,17.99,CARD
REC_00907,CUST_0493,,BASIC,2020-11-06,NEW,PAID,7.99,BANK_TRANSFER
REC_00908,CUST_0493,BASIC,STANDARD,2021-10-21,UPGRADE,PAID,13.99,CARD
REC_00909,CUST_0493,STANDARD,PREMIUM,2022-11-21,UPGRADE,PAID,17.99,CARD
REC_00910,CUST_0494,,FREE,2019-12-04,NEW,PAID,0.0,
REC_00911,CUST_0494,FREE,BASIC,2020-07-28,UPGRADE,PAID,7.99,PAYPAL
REC_00912,CUST_0494,BASIC,STANDARD,2021-01-09,UPGRADE,PAID,13.99,BANK_TRANSFER
REC_00913,CUST_0495,,BASIC,2024-09-15,NEW,PAID,7.99,BANK_TRANSFER
REC_00914,CUST_0496,,PREMIUM,2022-05-24,NEW,PAID,17.99,CARD
REC_00915,CUST_0497,,FREE,2021-10-23,NEW,PAID,0.0,
REC_00916,CUST_0498,,FREE,2024-08-30,NEW,PAID,17.99,
REC_00917,CUST_0498,FREE,FREE,2024-10-29,REACTIVATE,PAID,0.0,
REC_00918,CUST_0499,,PREMIUM,2021-07-01,NEW,PAID,17.99,PAYPAL
REC_00919,CUST_0499,PREMIUM,STANDARD,2021-10-09,DOWNGRADE,PAID,13.99,BANK_TRANSFER
REC_00920,CUST_0500,,STANDARD,2021-08-19,NEW,PAID,13.99,CARD
REC_00921,CUST_0500,STANDARD,BASIC,2022-06-15,DOWNGRADE,PAID,7.99,PAYPAL
REC_00922,CUST_0500,BASIC,STANDARD,2022-09-22,UPGRADE,PAID,13.99,CARD
REC_00923,CUST_0501,,STANDARD,2022-01-11,NEW,PAID,13.99,CARD
REC_00924,CUST_0502,,STANDARD,2021-03-06,NEW,FAILED,17.99,BANK_TRANSFER
REC_00925,CUST_0502,,STANDARD,2021-03-13,NEW,PAID,17.99,BANK_TRANSFER
REC_00926,CUST_0503,,STANDARD,2023-08-30,NEW,PAID,13.99,PAYPAL
REC_00927,CUST_0503,STANDARD,BASIC,2024-04-06,DOWNGRADE,PAID,7.99,PAYPAL
REC_00928,CUST_0504,,BASIC,2020-09-18,NEW,PAID,7.99,PAYPAL
REC_00929,CUST_0505,,PREMIUM,2022-05-02,NEW,PAID,17.99,BANK_TRANSFER
REC_00930,CUST_0505,PREMIUM,PREMIUM,2023-03-12,REACTIVATE,PAID,17.99,PAYPAL
REC_00931,CUST_0505,PREMIUM,STANDARD,2023-07-02,DOWNGRADE,PAID,13.99,PAYPAL
REC_00932,CUST_0506,,STANDARD,2019-03-10,NEW,FAILED,13.99,PAYPAL
REC_00933,CUST_0506,,STANDARD,2019-03-17,NEW,PAID,13.99,PAYPAL
REC_00934,CUST_0507,,BASIC,2021-10-17,NEW,PAID,7.99,BANK_TRANSFER
REC_00935,CUST_0507,BASIC,BASIC,2022-07-15,REACTIVATE,PAID,7.99,PAYPAL
REC_00936,CUST_0508,,PREMIUM,2019-02-26,NEW,PAID,17.99,BANK_TRANSFER
REC_00937,CUST_0509,,STANDARD,2019-09-02,NEW,PAID,13.99,CARD
REC_00938,CUST_0509,STANDARD,STANDARD,2019-11-24,REACTIVATE,PAID,13.99,CARD
REC_00939,CUST_0510,,PREMIUM,2020-03-25,NEW,PAID,17.99,BANK_TRANSFER
REC_00940,CUST_0510,PREMIUM,STANDARD,2020-07-02,DOWNGRADE,FAILED,13.99,BANK_TRANSFER
REC_00941,CUST_0510,PREMIUM,STANDARD,2020-07-09,DOWNGRADE,PAID,13.99,BANK_TRANSFER
REC_00942,CUST_0510,STANDARD,STANDARD,2021-04-29,REACTIVATE,PAID,13.99,CARD
REC_00943,CUST_0511,,STANDARD,2019-01-06,NEW,PAID,13.99,PAYPAL
REC_00944,CUST_0511,STANDARD,PREMIUM,2019-07-23,UPGRADE,PAID,17.99,BANK_TRANSFER
REC_00945,CUST_0512,,FREE,2020-07-15,NEW,PAID,0.0,
REC_00946,CUST_0512,FREE,BASIC,2020-09-18,UPGRADE,PAID,7.99,BANK_TRANSFER
REC_00947,CUST_0513,,STANDARD,2021-09-14,NEW,PAID,13.99,CARD
REC_00948,CUST_0513,STANDARD,STANDARD,2022-09-24,,PAID,13.99,BANK_TRANSFER
REC_00949,CUST_0514,,FREE,2019-07-05,NEW,PAID,0.0,
REC_00950,CUST_0515,,FREE,2020-03-20,NEW,PAID,0.0,
REC_00951,CUST_0515,FREE,BASIC,2020-10-14,UPGRADE,PAID,7.99,BANK_TRANSFER
REC_00952,CUST_0515,BASIC,BASIC,2021-02-21,REACTIVATE,PAID,7.99,CARD
REC_00953,CUST_0516,,FREE,2023-07-21,NEW,PAID,0.0,
REC_00954,CUST_0517,,FREE,2024-11-20,NEW,PAID,0.0,
REC_00955,CUST_0518,,PREMIUM,2019-05-05,NEW,PAID,17.99,CARD
REC_00956,CUST_0519,,PREMIUM,2019-11-10,NEW,PAID,17.99,PAYPAL
REC_00957,CUST_0520,,BASIC,2019-07-20,NEW,PAID,7.99,BANK_TRANSFER
REC_00958,CUST_0521,,BASIC,2021-10-16,NEW,PAID,7.99,BANK_TRANSFER
REC_00959,CUST_0522,,STANDARD,2019-12-03,NEW,PAID,13.99,PAYPAL
REC_00960,CUST_0523,,PREMIUM,2024-08-31,NEW,PAID,17.99,BANK_TRANSFER
REC_00961,CUST_0524,,STANDARD,2020-05-15,NEW,PAID,13.99,BANK_TRANSFER
REC_00962,CUST_0525,,STANDARD,2022-09-03,,PAID,13.99,CARD
REC_00963,CUST_0526,,STANDARD,2023-08-29,NEW,PAID,13.99,CARD
REC_00964,CUST_0526,STANDARD,PREMIUM,2024-02-21,UPGRADE,PAID,17.99,BANK_TRANSFER
REC_00965,CUST_0527,,FREE,2024-01-23,NEW,PAID,0.0,
REC_00966,CUST_0528,,PREMIUM,2019-08-15,NEW,PAID,17.99,PAYPAL
REC_00967,CUST_0529,,STANDARD,2024-11-18,NEW,FAILED,13.99,BANK_TRANSFER
REC_00968,CUST_0529,,STANDARD,2024-11-25,NEW,PAID,13.99,BANK_TRANSFER
REC_00969,CUST_0530,,FREE,2023-02-17,NEW,PAID,0.0,
REC_00970,CUST_0531,,STANDARD,2021-10-13,NEW,PAID,13.99,PAYPAL
REC_00971,CUST_0532,,FREE,2023-09-07,NEW,PAID,0.0,
REC_00972,CUST_0532,FREE,FREE,2024-02-16,REACTIVATE,PAID,0.0,
REC_00973,CUST_0532,FREE,FREE,2024-06-08,REACTIVATE,PAID,0.0,
REC_00974,CUST_0533,,FREE,2023-01-09,NEW,PAID,0.0,
REC_00975,CUST_0533,FREE,FREE,2023-06-28,REACTIVATE,PAID,0.0,
REC_00976,CUST_0534,,PREMIUM,2022-01-18,NEW,PAID,17.99,BANK_TRANSFER
REC_00977,CUST_0534,PREMIUM,STANDARD,2022-04-10,DOWNGRADE,PAID,13.99,PAYPAL
REC_00978,CUST_0535,,FREE,2022-02-17,NEW,PAID,0.0,
REC_00979,CUST_0536,,BASIC,2020-06-16,NEW,PAID,7.99,BANK_TRANSFER
REC_00980,CUST_0537,,PREMIUM,2021-04-09,NEW,PAID,17.99,CARD
REC_00981,CUST_0537,PREMIUM,STANDARD,2022-01-08,DOWNGRADE,PAID,13.99,PAYPAL
REC_00982,CUST_0538,,BASIC,2022-11-13,NEW,PAID,7.99,BANK_TRANSFER
REC_00983,CUST_0539,,PREMIUM,2024-08-08,,PAID,17.99,BANK_TRANSFER
REC_00984,CUST_0540,,PREMIUM,2019-04-04,NEW,PAID,7.99,BANK_TRANSFER
REC_00985,CUST_0540,PREMIUM,PREMIUM,2020-01-03,REACTIVATE,PAID,17.99,PAYPAL
REC_00986,CUST_0541,,STANDARD,2024-01-07,NEW,PAID,13.99,BANK_TRANSFER
REC_00987,CUST_0542,,FREE,2021-07-30,NEW,PAID,0.0,
REC_00988,CUST_0542,FREE,BASIC,2022-08-25,UPGRADE,PAID,7.99,CARD
REC_00989,CUST_0543,,BASIC,2021-02-03,NEW,PAID,7.99,PAYPAL
REC_00990,CUST_0543,BASIC,STANDARD,2022-03-05,UPGRADE,PAID,13.99,BANK_TRANSFER
REC_00991,CUST_0544,,STANDARD,2019-01-03,NEW,PAID,13.99,CARD
REC_00992,CUST_0544,STANDARD,BASIC,2019-06-02,DOWNGRADE,PAID,7.99,PAYPAL
REC_00993,CUST_0545,,BASIC,2020-07-28,NEW,PAID,7.99,BANK_TRANSFER
REC_00994,CUST_0546,,BASIC,2022-11-07,NEW,PAID,7.99,PAYPAL
REC_00995,CUST_0546,BASIC,FREE,2023-04-24,DOWNGRADE,PAID,0.0,
REC_00996,CUST_0546,FREE,FREE,2023-12-06,REACTIVATE,PAID,0.0,
REC_00997,CUST_0546,FREE,BASIC,2024-04-25,UPGRADE,PAID,7.99,BANK_TRANSFER
REC_00998,CUST_0547,,BASIC,2022-03-22,NEW,PAID,7.99,PAYPAL
REC_00999,CUST_0548,,FREE,2020-12-11,NEW,PAID,0.0,
REC_01000,CUST_0548,FREE,BASIC,2021-08-17,UPGRADE,PAID,7.99,PAYPAL
REC_01001,CUST_0549,,FREE,2020-06-23,NEW,PAID,0.0,
REC_01002,CUST_0550,,STANDARD,2023-09-25,NEW,PAID,13.99,PAYPAL
REC_01003,CUST_0551,,FREE,2022-08-20,NEW,PAID,0.0,
REC_01004,CUST_0551,FREE,BASIC,2023-06-13,UPGRADE,PAID,7.99,PAYPAL
REC_01005,CUST_0552,,BASIC,2020-11-17,NEW,PAID,7.99,PAYPAL
REC_01006,CUST_0553,,BASIC,2024-12-21,NEW,PAID,7.99,PAYPAL
REC_01007,CUST_0554,,FREE,2019-08-06,NEW,PAID,0.0,
REC_01008,CUST_0554,FREE,FREE,2019-12-27,REACTIVATE,PAID,0.0,
REC_01009,CUST_0555,,STANDARD,2021-08-25,NEW,PAID,13.99,BANK_TRANSFER
REC_01010,CUST_0555,STANDARD,STANDARD,2021-12-05,REACTIVATE,PAID,13.99,PAYPAL
REC_01011,CUST_0556,,FREE,2024-01-05,NEW,PAID,0.0,
REC_01012,CUST_0556,FREE,BASIC,2024-11-15,UPGRADE,PAID,7.99,BANK_TRANSFER
REC_01013,CUST_0557,,PREMIUM,2021-12-22,NEW,PAID,17.99,PAYPAL
REC_01014,CUST_0558,,PREMIUM,2020-01-19,,PAID,17.99,BANK_TRANSFER
REC_01015,CUST_0559,,PREMIUM,2024-02-29,NEW,PAID,17.99,PAYPAL
REC_01016,CUST_0559,PREMIUM,PREMIUM,2024-05-11,REACTIVATE,PAID,17.99,CARD
REC_01017,CUST_0559,PREMIUM,STANDARD,2024-10-01,DOWNGRADE,PAID,13.99,CARD
REC_01018,CUST_0560,,FREE,2021-01-02,NEW,PAID,0.0,
REC_01019,CUST_0561,,PREMIUM,2023-04-08,NEW,PAID,17.99,BANK_TRANSFER
REC_01020,CUST_0561,PREMIUM,PREMIUM,2023-10-19,REACTIVATE,PAID,17.99,PAYPAL
REC_01021,CUST_0562,,FREE,2024-05-27,NEW,PAID,0.0,
REC_01022,CUST_0563,,PREMIUM,2019-05-13,NEW,PAID,17.99,CARD
REC_01023,CUST_0564,,STANDARD,2024-10-07,NEW,PAID,13.99,PAYPAL
REC_01024,CUST_0565,,FREE,2024-03-07,NEW,PAID,0.0,
REC_01025,CUST_0566,,PREMIUM,2023-12-06,NEW,PAID,17.99,CARD
REC_01026,CUST_0567,,STANDARD,2021-12-11,NEW,PAID,13.99,CARD
REC_01027,CUST_0567,STANDARD,STANDARD,2022-05-11,REACTIVATE,PAID,13.99,PAYPAL
REC_01028,CUST_0568,,PREMIUM,2021-07-05,NEW,PAID,17.99,PAYPAL
REC_01029,CUST_0569,,STANDARD,2020-04-11,NEW,FAILED,13.99,PAYPAL
REC_01030,CUST_0569,,STANDARD,2020-04-18,,PAID,13.99,PAYPAL
REC_01031,CUST_0569,STANDARD,BASIC,2020-10-03,DOWNGRADE,PAID,7.99,BANK_TRANSFER
REC_01032,CUST_0569,BASIC,STANDARD,2021-04-19,UPGRADE,PAID,13.99,BANK_TRANSFER
REC_01033,CUST_0569,STANDARD,PREMIUM,2022-01-13,UPGRADE,FAILED,17.99,BANK_TRANSFER
REC_01034,CUST_0569,STANDARD,PREMIUM,2022-01-20,UPGRADE,PAID,17.99,BANK_TRANSFER
REC_01035,CUST_0570,,PREMIUM,2024-01-12,NEW,PAID,17.99,CARD
REC_01036,CUST_0571,,STANDARD,2023-12-09,NEW,PAID,13.99,PAYPAL
REC_01037,CUST_0572,,STANDARD,2019-07-24,NEW,PAID,13.99,BANK_TRANSFER
REC_01038,CUST_0572,STANDARD,STANDARD,2020-07-26,REACTIVATE,PAID,13.99,BANK_TRANSFER
REC_01039,CUST_0572,STANDARD,STANDARD,2021-03-05,REACTIVATE,PAID,13.99,PAYPAL
REC_01040,CUST_0573,,BASIC,2019-07-05,NEW,PAID,7.99,CARD
REC_01041,CUST_0573,BASIC,STANDARD,2020-04-23,UPGRADE,PAID,13.99,CARD
REC_01042,CUST_0573,STANDARD,PREMIUM,2021-03-18,UPGRADE,PAID,17.99,CARD
REC_01043,CUST_0574,,STANDARD,2021-06-28,NEW,PAID,13.99,PAYPAL
REC_01044,CUST_0575,,PREMIUM,2021-04-17,NEW,PAID,17.99,BANK_TRANSFER
REC_01045,CUST_0575,PREMIUM,STANDARD,2021-08-29,DOWNGRADE,PAID,13.99,PAYPAL
REC_01046,CUST_0575,STANDARD,BASIC,2022-09-16,DOWNGRADE,PAID,7.99,BANK_TRANSFER
REC_01047,CUST_0575,BASIC,FREE,2023-05-21,CANCEL,PAID,0.0,
REC_01048,CUST_0576,,FREE,2023-09-02,,PAID,0.0,
REC_01049,CUST_0576,FREE,FREE,2024-01-13,REACTIVATE,PAID,0.0,
REC_01050,CUST_0576,FREE,BASIC,2024-12-14,UPGRADE,PAID,7.99,PAYPAL
REC_01051,CUST_0577,,FREE,2023-06-04,NEW,PAID,0.0,
REC_01052,CUST_0577,FREE,BASIC,2023-08-23,UPGRADE,PAID,7.99,PAYPAL
REC_01053,CUST_0578,,STANDARD,2023-04-12,NEW,PAID,13.99,PAYPAL
REC_01054,CUST_0579,,FREE,2019-07-12,NEW,PAID,0.0,
REC_01055,CUST_0580,,FREE,2024-09-05,NEW,PAID,0.0,
REC_01056,CUST_0581,,PREMIUM,2024-05-13,NEW,PAID,17.99,CARD
REC_01057,CUST_0581,PREMIUM,STANDARD,2024-12-19,DOWNGRADE,PAID,13.99,BANK_TRANSFER
REC_01058,CUST_0582,,FREE,2023-01-07,NEW,PAID,0.0,
REC_01059,CUST_0583,,PREMIUM,2020-12-17,NEW,PAID,17.99,BANK_TRANSFER
REC_01060,CUST_0583,PREMIUM,PREMIUM,2021-02-23,REACTIVATE,PAID,17.99,CARD
REC_01061,CUST_0584,,BASIC,2024-07-05,NEW,PAID,0.0,PAYPAL
REC_01062,CUST_0585,,STANDARD,2019-05-16,,PAID,13.99,PAYPAL
REC_01063,CUST_0586,,STANDARD,2023-06-12,NEW,PAID,13.99,CARD
REC_01064,CUST_0586,STANDARD,PREMIUM,2024-05-14,UPGRADE,PAID,17.99,CARD
REC_01065,CUST_0587,,FREE,2024-02-13,NEW,PAID,0.0,
REC_01066,CUST_0587,FREE,BASIC,2024-09-25,UPGRADE,PAID,7.99,PAYPAL
REC_01067,CUST_0588,,STANDARD,2020-12-17,NEW,PAID,13.99,BANK_TRANSFER
REC_01068,CUST_0588,STANDARD,PREMIUM,2021-06-29,UPGRADE,PAID,7.99,CARD
REC_01069,CUST_0589,,PREMIUM,2019-03-08,NEW,PAID,17.99,BANK_TRANSFER
REC_01070,CUST_0590,,FREE,2024-09-21,NEW,PAID,0.0,
REC_01071,CUST_0591,,FREE,2019-10-30,NEW,PAID,0.0,
REC_01072,CUST_0591,FREE,FREE,2020-09-27,REACTIVATE,PAID,0.0,
REC_01073,CUST_0591,FREE,BASIC,2021-03-01,UPGRADE,PAID,7.99,BANK_TRANSFER
REC_01074,CUST_0592,,FREE,2024-02-24,NEW,PAID,0.0,
REC_01075,CUST_0593,,BASIC,2024-11-08,NEW,PAID,7.99,CARD
REC_01076,CUST_0594,,STANDARD,2020-08-15,NEW,FAILED,17.99,CARD
REC_01077,CUST_0594,,STANDARD,2020-08-22,NEW,PAID,17.99,CARD
REC_01078,CUST_0594,STANDARD,BASIC,2021-07-10,,PAID,7.99,CARD
REC_01079,CUST_0595,,FREE,2020-08-02,NEW,PAID,0.0,
REC_01080,CUST_0595,FREE,BASIC,2021-08-11,UPGRADE,PAID,7.99,PAYPAL
REC_01081,CUST_0596,,FREE,2021-12-08,NEW,PAID,0.0,
REC_01082,CUST_0597,,FREE,2023-12-10,NEW,PAID,0.0,
REC_01083,CUST_0598,,STANDARD,2023-08-21,NEW,PAID,13.99,BANK_TRANSFER
REC_01084,CUST_0598,STANDARD,STANDARD,2023-11-07,REACTIVATE,PAID,13.99,BANK_TRANSFER
REC_01085,CUST_0599,,STANDARD,2021-09-18,NEW,PAID,13.99,PAYPAL
REC_01086,CUST_0600,,STANDARD,2022-09-17,NEW,PAID,13.99,BANK_TRANSFER
REC_01087,CUST_0600,STANDARD,STANDARD,2023-01-31,REACTIVATE,PAID,13.99,BANK_TRANSFER
REC_01088,CUST_0601,,PREMIUM,2020-02-13,NEW,PAID,17.99,PAYPAL
REC_01089,CUST_0601,PREMIUM,STANDARD,2020-07-09,DOWNGRADE,PAID,13.99,CARD
REC_01090,CUST_0602,,STANDARD,2021-01-16,NEW,PAID,7.99,PAYPAL
REC_01091,CUST_0602,STANDARD,PREMIUM,2021-12-24,UPGRADE,PAID,17.99,PAYPAL
REC_01092,CUST_0602,PREMIUM,PREMIUM,2022-04-26,REACTIVATE,PAID,0.0,PAYPAL
REC_01093,CUST_0603,,STANDARD,2021-02-22,NEW,PAID,13.99,CARD
REC_01094,CUST_0603,STANDARD,PREMIUM,2022-01-16,UPGRADE,PAID,17.99,BANK_TRANSFER
REC_01095,CUST_0603,PREMIUM,STANDARD,2022-12-03,DOWNGRADE,PAID,13.99,CARD
REC_01096,CUST_0604,,BASIC,2019-10-22,NEW,PAID,7.99,BANK_TRANSFER
REC_01097,CUST_0605,,FREE,2023-05-04,NEW,PAID,0.0,
REC_01098,CUST_0605,FREE,BASIC,2023-09-24,UPGRADE,PAID,7.99,PAYPAL
REC_01099,CUST_0606,,PREMIUM,2019-10-26,NEW,PAID,17.99,CARD
REC_01100,CUST_0606,PREMIUM,PREMIUM,2020-09-17,,PAID,13.99,CARD
REC_01101,CUST_0607,,FREE,2023-08-23,NEW,PAID,0.0,
REC_01102,CUST_0607,FREE,FREE,2024-09-23,REACTIVATE,PAID,0.0,
REC_01103,CUST_0608,,FREE,2021-01-03,NEW,PAID,0.0,
REC_01104,CUST_0609,,STANDARD,2020-01-22,NEW,PAID,13.99,PAYPAL
REC_01105,CUST_0609,STANDARD,PREMIUM,2020-05-11,UPGRADE,PAID,17.99,BANK_TRANSFER
REC_01106,CUST_0609,PREMIUM,PREMIUM,2021-06-10,REACTIVATE,PAID,17.99,BANK_TRANSFER
REC_01107,CUST_0609,PREMIUM,PREMIUM,2021-10-26,REACTIVATE,PAID,17.99,CARD
