log_id,customer_id,content_id,event_type,event_timestamp,device_code,session_id,duration_seconds,rating_given,quality_stream,ip_country,app_version
LOG_002011,CUST_0420,CNT_046,RATE,2022-03-19 20:22:37,MOB_IOS,SESS_00610,,3,HD,MA,3.2.0
LOG_002012,CUST_1005,CNT_019,PLAY,03/11/2021 11:21:00,PC_WIN,SESS_00611,,,HD,FR,3.2.1
LOG_002013,CUST_1005,CNT_019,STOP,03/11/2021 11:46:06,PC_WIN,SESS_00611,3966,,HD,FR,3.2.1
LOG_002014,CUST_1005,CNT_019,RATE,03/11/2021 11:46:44,PC_WIN,SESS_00611,,4,HD,FR,3.2.1
LOG_002015,CUST_1001,CNT_046,PLAY,2021-08-06 21:30:00,PC_WIN,SESS_00612,,,HD,DZ,3.2.2
LOG_002016,CUST_1001,CNT_046,PAUSE,2021-08-06 21:44:30,PC_WIN,SESS_00612,870,,HD,DZ,3.2.2
LOG_002017,CUST_1001,CNT_046,RESUME,2021-08-06 21:47:59,PC_WIN,SESS_00612,,,HD,DZ,3.2.2
LOG_002018,CUST_1001,CNT_046,STOP,2021-08-06 21:55:43,PC_WIN,SESS_00612,2649,,HD,DZ,3.2.2
LOG_002019,CUST_0612,CNT_023,PLAY,2021-10-21 06:01:00,MOB_IOS,SESS_00613,,,4K,SN,3.1.5
LOG_002020,CUST_0612,CNT_023,STOP,2021-10-21 06:09:46,MOB_IOS,SESS_00613,1134,,4K,SN,3.1.5
LOG_002021,CUST_1614,CNT_005,PLAY,28/03/2021 16:34:00,TV_AND,SESS_00614,,,SD,IT,3.2.1
LOG_002022,CUST_1614,CNT_005,STOP,28/03/2021 17:17:52,TV_AND,SESS_00614,5933,,SD,IT,3.2.1
LOG_002023,CUST_1614,CNT_005,RATE,28/03/2021 17:18:34,TV_AND,SESS_00614,,3,SD,IT,3.2.1
LOG_002024,CUST_0947,CNT_041,PLAY,2021-04-29 22:14:00,PC_WIN,SESS_00615,,,HD,US,3.1.5
LOG_002025,CUST_0947,CNT_041,PAUSE,2021-04-29 22:42:02,PC_WIN,SESS_00615,1682,,HD,US,3.1.5
LOG_002026,CUST_0947,CNT_041,RESUME,2021-04-29 22:43:55,PC_WIN,SESS_00615,,,HD,US,3.1.5
LOG_002027,CUST_0947,CNT_041,STOP,2021-04-29 22:49:28,PC_WIN,SESS_00615,5977,,HD,US,3.1.5
LOG_002028,CUST_0947,CNT_041,RATE,2021-04-29 22:49:33,PC_WIN,SESS_00615,,5,HD,US,3.1.5
LOG_002029,CUST_1794,CNT_030,PLAY,2023-04-12 06:54:00,TAB_IOS,SESS_00616,,,HD,MA,3.2.1
LOG_002030,CUST_1794,CNT_030,STOP,2023-04-12 07:00:08,TAB_IOS,SESS_00616,1876,,HD,MA,3.2.1
LOG_002031,CUST_1794,CNT_030,RATE,2023-04-12 07:00:21,TAB_IOS,SESS_00616,,3,HD,MA,3.2.1
LOG_002032,CUST_1377,CNT_014,PLAY,2022-12-13 03:28:00,MOB_IOS,SESS_00617,,,HD,ES,3.1.8
LOG_002033,CUST_1377,CNT_014,STOP,2022-12-13 03:34:26,MOB_IOS,SESS_00617,1277,,HD,ES,3.1.8
LOG_002034,CUST_1377,CNT_014,RATE,2022-12-13 03:35:21,MOB_IOS,SESS_00617,,4,HD,ES,3.1.8
LOG_002035,CUST_1209,CNT_017,PLAY,08/06/2021 11:54:00,MOB_AND,SESS_00618,,,4K,BE,3.2.1
LOG_002036,CUST_1209,CNT_017,STOP,08/06/2021 12:01:54,MOB_AND,SESS_00618,1840,,4K,BE,3.2.1
LOG_002037,CUST_1209,CNT_017,RATE,08/06/2021 12:02:05,MOB_AND,SESS_00618,,3,4K,BE,3.2.1
LOG_002038,CUST_0005,CNT_009,PLAY,2023-04-29 06:17:00,PC_MAC,SESS_00619,,,SD,NL,
LOG_002039,CUST_0005,CNT_009,PAUSE,2023-04-29 06:31:46,PC_MAC,SESS_00619,886,,SD,NL,
LOG_002040,CUST_0005,CNT_009,RESUME,2023-04-29 06:33:46,PC_MAC,SESS_00619,,,SD,NL,
LOG_002041,CUST_0005,CNT_009,STOP,2023-04-29 06:51:18,PC_MAC,SESS_00619,5151,,SD,NL,
LOG_002042,CUST_1176,CNT_031,PLAY,2021-07-10 16:37:00,MOB_AND,SESS_00620,,,HD,BE,3.2.1
LOG_002043,CUST_1176,CNT_031,STOP,2021-07-10 16:39:32,MOB_AND,SESS_00620,1390,,HD,BE,3.2.1
LOG_002044,CUST_1070,CNT_016,PLAY,27/05/2024 08:34:00,TV_SAM,SESS_00621,,,4K,MA,3.2.0
LOG_002045,CUST_1070,CNT_016,STOP,27/05/2024 09:00:24,TV_SAM,SESS_00621,8775,,4K,MA,3.2.0
LOG_002046,CUST_1070,CNT_016,RATE,27/05/2024 09:01:12,TV_SAM,SESS_00621,,4,4K,MA,3.2.0
LOG_002047,CUST_0103,CNT_040,PLAY,2021-08-29 23:06:00,MOB_AND,SESS_00622,,,4K,DE,3.2.1
LOG_002048,CUST_0103,CNT_040,PAUSE,2021-08-29 23:08:36,MOB_AND,SESS_00622,156,,4K,DE,3.2.1
LOG_002049,CUST_0103,CNT_040,RESUME,2021-08-29 23:17:35,MOB_AND,SESS_00622,,,4K,DE,3.2.1
LOG_002050,CUST_0103,CNT_040,STOP,2021-08-29 23:19:19,MOB_AND,SESS_00622,1659,,4K,DE,3.2.1
LOG_002051,CUST_0103,CNT_040,RATE,2021-08-29 23:19:42,MOB_AND,SESS_00622,,3,4K,DE,3.2.1
LOG_002052,CUST_0657,CNT_017,PLAY,2021-10-16 22:17:00,TV_SAM,SESS_00623,,,4K,MA,3.2.1
LOG_002053,CUST_0657,CNT_017,PAUSE,2021-10-16 22:19:40,TV_SAM,SESS_00623,160,,4K,MA,3.2.1
LOG_002054,CUST_0657,CNT_017,RESUME,2021-10-16 22:25:16,TV_SAM,SESS_00623,,,4K,MA,3.2.1
LOG_002055,CUST_0657,CNT_017,STOP,2021-10-16 22:29:51,TV_SAM,SESS_00623,4298,,4K,MA,3.2.1
LOG_002056,CUST_1287,CNT_008,PLAY,04/04/2023 18:23:00,TV_FIRE,SESS_00624,,,HD,MA,3.2.1
LOG_002057,CUST_1287,CNT_008,PAUSE,04/04/2023 18:38:54,TV_FIRE,SESS_00624,954,,HD,MA,3.2.1
LOG_002058,CUST_1287,CNT_008,RESUME,04/04/2023 18:47:08,TV_FIRE,SESS_00624,,,HD,MA,3.2.1
LOG_002059,CUST_1287,CNT_008,STOP,04/04/2023 19:20:43,TV_FIRE,SESS_00624,5409,,HD,MA,3.2.1
LOG_002060,CUST_0590,CNT_001,PLAY,2023-06-30 12:20:00,PC_MAC,SESS_00625,,,4K,MA,3.1.5
LOG_002061,CUST_0590,CNT_001,PAUSE,2023-06-30 12:21:04,PC_MAC,SESS_00625,64,,4K,MA,3.1.5
LOG_002062,CUST_0590,CNT_001,RESUME,2023-06-30 12:22:40,PC_MAC,SESS_00625,,,4K,MA,3.1.5
LOG_002063,CUST_0590,CNT_001,STOP,2023-06-30 12:28:43,PC_MAC,SESS_00625,869,,4K,MA,3.1.5
LOG_002064,CUST_1322,CNT_047,PLAY,2024-11-01 22:14:00,MOB_IOS,SESS_00626,,,4K,MA,3.1.5
LOG_002065,CUST_1322,CNT_047,STOP,2024-11-01 22:21:56,MOB_IOS,SESS_00626,1891,,4K,MA,3.1.5
LOG_002066,CUST_1322,CNT_047,RATE,2024-11-01 22:22:34,MOB_IOS,SESS_00626,,4,4K,MA,3.1.5
LOG_002067,CUST_1154,CNT_031,PLAY,2022-12-15 09:48:00,TV_FIRE,SESS_00627,,,SD,ES,3.2.2
LOG_002068,CUST_1154,CNT_031,PAUSE,2022-12-15 10:27:51,TV_FIRE,SESS_00627,2391,,SD,ES,3.2.2
LOG_002069,CUST_1154,CNT_031,RESUME,2022-12-15 10:30:36,TV_FIRE,SESS_00627,,,SD,ES,3.2.2
LOG_002070,CUST_1154,CNT_031,STOP,2022-12-15 10:39:32,TV_FIRE,SESS_00627,4834,,SD,ES,3.2.2
LOG_002071,CUST_0574,CNT_048,PLAY,2021-11-06 08:55:00,PC_MAC,SESS_00628,,,hd,MA,3.2.1
LOG_002072,CUST_0574,CNT_048,STOP,2021-11-06 08:58:34,PC_MAC,SESS_00628,560,,hd,MA,3.2.1
LOG_002073,CUST_0574,CNT_048,RATE,2021-11-06 08:59:05,PC_MAC,SESS_00628,,5,hd,MA,3.2.1
LOG_002074,CUST_0464,CNT_041,PLAY,2021-02-19 18:06:00,TV_AND,SESS_00629,,,SD,US,3.2.0
LOG_002075,CUST_0464,CNT_041,PAUSE,2021-02-19 18:34:33,TV_AND,SESS_00629,1713,,SD,US,3.2.0
LOG_002076,CUST_0464,CNT_041,RESUME,2021-02-19 18:40:01,TV_AND,SESS_00629,,,SD,US,3.2.0
LOG_002077,CUST_0464,CNT_041,STOP,2021-02-19 18:57:48,TV_AND,SESS_00629,3882,,SD,US,3.2.0
LOG_002078,CUST_1369,CNT_009,PLAY,2022-06-25 19:41:00,MOB_AND,SESS_00630,,,HD,MA,3.2.1
LOG_002079,CUST_1369,CNT_009,STOP,2022-06-25 19:48:44,MOB_AND,SESS_00630,1728,,HD,MA,3.2.1
LOG_002080,CUST_1369,CNT_009,RATE,2022-06-25 19:49:32,MOB_AND,SESS_00630,,1,HD,MA,3.2.1
LOG_002081,CUST_0714,CNT_030,PLAY,2022-05-17 20:21:00,MOB_IOS,SESS_00631,,,SD,NL,3.2.0
LOG_002082,CUST_0714,CNT_030,PAUSE,2022-05-17 20:22:13,MOB_IOS,SESS_00631,73,,SD,NL,3.2.0
LOG_002083,CUST_0714,CNT_030,RESUME,2022-05-17 20:31:09,MOB_IOS,SESS_00631,,,SD,NL,3.2.0
LOG_002084,CUST_0714,CNT_030,STOP,2022-05-17 20:38:47,MOB_IOS,SESS_00631,1072,,SD,NL,3.2.0
LOG_002085,CUST_1051,CNT_050,PLAY,2024-07-10 21:15:00,TV_FIRE,SESS_00632,,,SD,FR,3.1.8
LOG_002086,CUST_1051,CNT_050,STOP,2024-07-10 21:52:37,TV_FIRE,SESS_00632,6644,,SD,FR,3.1.8
LOG_002087,CUST_1051,CNT_050,RATE,2024-07-10 21:52:49,TV_FIRE,SESS_00632,,4,SD,FR,3.1.8
LOG_002088,CUST_1892,CNT_005,PLAY,2024-07-02 18:11:00,MOB_IOS,SESS_00633,,,HD,DZ,3.2.1
LOG_002089,CUST_1892,CNT_005,STOP,2024-07-02 18:14:29,MOB_IOS,SESS_00633,1434,,HD,DZ,3.2.1
LOG_002090,CUST_0823,CNT_019,PLAY,2023-02-01 16:02:00,TAB_IOS,SESS_00634,,,HD,MA,3.1.5
LOG_002091,CUST_0823,CNT_019,STOP,2023-02-01 16:15:11,TAB_IOS,SESS_00634,2154,,HD,MA,3.1.5
LOG_002092,CUST_0823,CNT_019,RATE,2023-02-01 16:15:52,TAB_IOS,SESS_00634,,5,HD,MA,3.1.5
LOG_002093,CUST_0267,CNT_027,PLAY,2023-12-27 18:14:00,TV_AND,SESS_00635,,,4K,DZ,3.2.2
LOG_002094,CUST_0267,CNT_027,STOP,2023-12-27 18:36:34,TV_AND,SESS_00635,5489,,4K,DZ,3.2.2
LOG_002095,CUST_0556,CNT_009,PLAY,2022-12-30 08:03:00,PC_WIN,SESS_00636,,,HD,US,3.2.0
LOG_002096,CUST_0556,CNT_009,STOP,2022-12-30 08:07:57,PC_WIN,SESS_00636,1850,,HD,US,3.2.0
LOG_002097,CUST_0556,CNT_009,RATE,2022-12-30 08:08:55,PC_WIN,SESS_00636,,5,HD,US,3.2.0
LOG_002098,CUST_0109,CNT_022,PLAY,2024-09-05 17:23:00,TV_SAM,SESS_00637,,,HD,DZ,3.2.2
LOG_002099,CUST_0109,CNT_022,PAUSE,2024-09-05 17:48:37,TV_SAM,SESS_00637,1537,,HD,DZ,3.2.2
LOG_002100,CUST_0109,CNT_022,RESUME,2024-09-05 17:58:33,TV_SAM,SESS_00637,,,HD,DZ,3.2.2
LOG_002101,CUST_0109,CNT_022,STOP,2024-09-05 18:28:00,TV_SAM,SESS_00637,6021,,HD,DZ,3.2.2
LOG_002102,CUST_0302,CNT_041,PLAY,08/06/2023 17:49:00,MOB_IOS,SESS_00638,,,4K,IT,3.2.1
LOG_002103,CUST_0302,CNT_041,PAUSE,08/06/2023 17:52:37,MOB_IOS,SESS_00638,217,,4K,IT,3.2.1
LOG_002104,CUST_0302,CNT_041,RESUME,08/06/2023 18:01:29,MOB_IOS,SESS_00638,,,4K,IT,3.2.1
LOG_002105,CUST_0302,CNT_041,STOP,08/06/2023 18:06:45,MOB_IOS,SESS_00638,736,,4K,IT,3.2.1
LOG_002106,CUST_0302,CNT_041,RATE,08/06/2023 18:06:52,MOB_IOS,SESS_00638,,4,4K,IT,3.2.1
LOG_002107,CUST_1397,CNT_016,PLAY,2023-06-21 19:44:00,PC_WIN,SESS_00639,,,HD,CI,3.2.1
LOG_002108,CUST_1397,CNT_016,PAUSE,2023-06-21 19:54:43,PC_WIN,SESS_00639,643,,HD,CI,3.2.1
LOG_002109,CUST_1397,CNT_016,RESUME,2023-06-21 19:58:03,PC_WIN,SESS_00639,,,HD,CI,3.2.1
LOG_002110,CUST_1397,CNT_016,STOP,2023-06-21 20:05:11,PC_WIN,SESS_00639,2069,,HD,CI,3.2.1
LOG_002111,CUST_1751,CNT_003,PLAY,2024-04-18 17:04:00,PC_WIN,SESS_00640,,,HD,IT,3.2.1
LOG_002112,CUST_1751,CNT_003,STOP,2024-04-18 17:41:58,PC_WIN,SESS_00640,6093,,HD,IT,3.2.1
LOG_002113,CUST_1751,CNT_003,RATE,2024-04-18 17:42:44,PC_WIN,SESS_00640,,5,HD,IT,3.2.1
LOG_002114,CUST_0670,CNT_035,PLAY,1656010320,MOB_AND,SESS_00641,,,HD,ES,3.2.1
LOG_002115,CUST_0670,CNT_035,STOP,1656010905,MOB_AND,SESS_00641,1283,,HD,ES,3.2.1
LOG_002116,CUST_0670,CNT_035,RATE,1656010931,MOB_AND,SESS_00641,,4,HD,ES,3.2.1
LOG_002117,CUST_0972,CNT_044,PLAY,2021-09-14 13:52:00,PC_WIN,SESS_00642,,,4K,TN,3.2.1
LOG_002118,CUST_0972,CNT_044,PAUSE,2021-09-14 14:31:28,PC_WIN,SESS_00642,2368,,4K,TN,3.2.1
LOG_002119,CUST_0972,CNT_044,RESUME,2021-09-14 14:36:54,PC_WIN,SESS_00642,,,4K,TN,3.2.1
LOG_002120,CUST_0972,CNT_044,STOP,2021-09-14 15:02:45,PC_WIN,SESS_00642,4761,,4K,TN,3.2.1
LOG_002121,CUST_0972,CNT_044,RATE,2021-09-14 15:02:53,PC_WIN,SESS_00642,,5,4K,TN,3.2.1
LOG_002122,CUST_0734,CNT_001,PLAY,2021-01-17 23:49:00,TV_AND,SESS_00643,,,HD,JP,3.2.0
LOG_002123,CUST_0734,CNT_001,PAUSE,2021-01-18 00:04:37,TV_AND,SESS_00643,937,,HD,JP,3.2.0
LOG_002124,CUST_0734,CNT_001,RESUME,2021-01-18 00:13:41,TV_AND,SESS_00643,,,HD,JP,3.2.0
LOG_002125,CUST_0734,CNT_001,STOP,2021-01-18 00:35:14,TV_AND,SESS_00643,2928,,HD,JP,3.2.0
LOG_002126,CUST_0734,CNT_001,RATE,2021-01-18 00:36:11,TV_AND,SESS_00643,,5,HD,JP,3.2.0
LOG_002127,CUST_1239,CNT_012,PLAY,2023-08-31 01:33:00,TV_AND,SESS_00644,,,HD,ES,3.2.1
LOG_002128,CUST_1239,CNT_012,PAUSE,2023-08-31 01:35:07,TV_AND,SESS_00644,127,,HD,ES,3.2.1
LOG_002129,CUST_1239,CNT_012,RESUME,2023-08-31 01:42:43,TV_AND,SESS_00644,,,HD,ES,3.2.1
LOG_002130,CUST_1239,CNT_012,STOP,2023-08-31 01:54:29,TV_AND,SESS_00644,2152,,HD,ES,3.2.1
LOG_002131,CUST_1081,CNT_035,PLAY,2023-05-10 12:59:00,MOB_IOS,SESS_00645,,,4K,DE,3.2.0
LOG_002132,CUST_1081,CNT_035,PAUSE,2023-05-10 13:05:31,MOB_IOS,SESS_00645,391,,4K,DE,3.2.0
LOG_002133,CUST_1081,CNT_035,RESUME,2023-05-10 13:06:40,MOB_IOS,SESS_00645,,,4K,DE,3.2.0
LOG_002134,CUST_1081,CNT_035,STOP,2023-05-10 13:07:58,MOB_IOS,SESS_00645,882,,4K,DE,3.2.0
LOG_002135,CUST_0009,CNT_009,PLAY,2024-05-20 00:24:00,TAB_IOS,SESS_00646,,,SD,DE,3.2.1
LOG_002136,CUST_0009,CNT_009,PAUSE,2024-05-20 00:30:15,TAB_IOS,SESS_00646,375,,SD,DE,3.2.1
LOG_002137,CUST_0009,CNT_009,RESUME,2024-05-20 00:38:13,TAB_IOS,SESS_00646,,,SD,DE,3.2.1
LOG_002138,CUST_0009,CNT_009,STOP,2024-05-20 00:46:16,TAB_IOS,SESS_00646,1281,,SD,DE,3.2.1
LOG_002139,CUST_0009,CNT_009,RATE,2024-05-20 00:46:46,TAB_IOS,SESS_00646,,2,SD,DE,3.2.1
LOG_002140,CUST_1586,CNT_024,PLAY,2024-08-12 14:38:00,PC_MAC,SESS_00647,,,HD,GB,3.2.0
LOG_002141,CUST_1586,CNT_024,STOP,2024-08-12 14:53:06,PC_MAC,SESS_00647,3286,,HD,GB,3.2.0
LOG_002142,CUST_0443,CNT_021,PLAY,2022-02-19 19:30:00,MOB_IOS,SESS_00648,,,HD,NL,3.2.1
LOG_002143,CUST_0443,CNT_021,STOP,2022-02-19 19:38:11,MOB_IOS,SESS_00648,1401,,HD,NL,3.2.1
LOG_002144,CUST_0443,CNT_021,RATE,2022-02-19 19:39:00,MOB_IOS,SESS_00648,,4,HD,NL,3.2.1
LOG_002145,CUST_1342,CNT_034,PLAY,1723704000,TAB_IOS,SESS_00649,,,HD,MA,3.2.1
LOG_002146,CUST_1342,CNT_034,STOP,1723704878,TAB_IOS,SESS_00649,2307,,HD,MA,3.2.1
LOG_002147,CUST_0240,CNT_016,PLAY,2022-08-29 14:29:00,MOB_IOS,SESS_00650,,,HD,TN,3.2.1
LOG_002148,CUST_0240,CNT_016,STOP,2022-08-29 14:31:25,MOB_IOS,SESS_00650,537,,HD,TN,3.2.1
LOG_002149,CUST_0862,CNT_011,PLAY,2022-03-07 19:21:00,TV_AND,SESS_00651,,,HD,MA,3.2.1
LOG_002150,CUST_0862,CNT_011,PAUSE,2022-03-07 19:41:34,TV_AND,SESS_00651,1234,,HD,MA,3.2.1
LOG_002151,CUST_0862,CNT_011,RESUME,2022-03-07 19:46:49,TV_AND,SESS_00651,,,HD,MA,3.2.1
LOG_002152,CUST_0862,CNT_011,STOP,2022-03-07 19:58:54,TV_AND,SESS_00651,3635,,HD,MA,3.2.1
LOG_002153,CUST_0029,CNT_008,PLAY,2024-07-01 21:37:00,TV_SAM,SESS_00652,,,SD,DE,3.2.0
LOG_002154,CUST_0029,CNT_008,STOP,2024-07-01 22:17:58,TV_SAM,SESS_00652,4976,,SD,DE,3.2.0
LOG_002155,CUST_0029,CNT_008,RATE,2024-07-01 22:18:45,TV_SAM,SESS_00652,,5,SD,DE,3.2.0
LOG_002156,CUST_1633,CNT_040,PLAY,2023-05-23 10:00:00,TV_AND,SESS_00653,,,4K,DE,3.2.1
LOG_002157,CUST_1633,CNT_040,PAUSE,2023-05-23 10:09:32,TV_AND,SESS_00653,572,,4K,DE,3.2.1
LOG_002158,CUST_1633,CNT_040,RESUME,2023-05-23 10:16:15,TV_AND,SESS_00653,,,4K,DE,3.2.1
LOG_002159,CUST_1633,CNT_040,STOP,2023-05-23 10:21:24,TV_AND,SESS_00653,1625,,4K,DE,3.2.1
LOG_002160,CUST_0070,CNT_019,PLAY,2022-08-13 18:23:00,PC_WIN,SESS_00654,,,HD,BE,3.0.5
LOG_002161,CUST_0070,CNT_019,PAUSE,2022-08-13 18:36:20,PC_WIN,SESS_00654,800,,HD,BE,3.0.5
LOG_002162,CUST_0070,CNT_019,RESUME,2022-08-13 18:40:14,PC_WIN,SESS_00654,,,HD,BE,3.0.5
LOG_002163,CUST_0070,CNT_019,STOP,2022-08-13 18:46:33,PC_WIN,SESS_00654,2939,,HD,BE,3.0.5
LOG_002164,CUST_0248,CNT_038,PLAY,1695338340,TAB_IOS,SESS_00655,,,HD,US,3.1.8
LOG_002165,CUST_0248,CNT_038,PAUSE,1695340252,TAB_IOS,SESS_00655,1912,,HD,US,3.1.8
LOG_002166,CUST_0248,CNT_038,RESUME,1695340788,TAB_IOS,SESS_00655,,,HD,US,3.1.8
LOG_002167,CUST_0248,CNT_038,STOP,1695343203,TAB_IOS,SESS_00655,4893,,HD,US,3.1.8
LOG_002168,CUST_0248,CNT_038,RATE,1695343261,TAB_IOS,SESS_00655,,5,HD,US,3.1.8
LOG_002169,CUST_0895,CNT_008,PLAY,2024-07-08 17:47:00,TV_SAM,SESS_00656,,,4K,FR,3.1.8
LOG_002170,CUST_0895,CNT_008,PAUSE,2024-07-08 17:51:12,TV_SAM,SESS_00656,252,,4K,FR,3.1.8
LOG_002171,CUST_0895,CNT_008,RESUME,2024-07-08 18:00:46,TV_SAM,SESS_00656,,,4K,FR,3.1.8
LOG_002172,CUST_0895,CNT_008,STOP,2024-07-08 18:04:13,TV_SAM,SESS_00656,1072,,4K,FR,3.1.8
LOG_002173,CUST_0217,CNT_013,PLAY,2023-07-30 11:34:00,MOB_AND,SESS_00657,,,HD,BE,3.2.0
LOG_002174,CUST_0217,CNT_013,STOP,2023-07-30 11:45:00,MOB_AND,SESS_00657,2259,,HD,BE,3.2.0
LOG_002175,CUST_0174,CNT_001,PLAY,2021-01-03 22:15:00,MOB_IOS,SESS_00658,,,HD,FR,3.2.2
LOG_002176,CUST_0174,CNT_001,PAUSE,2021-01-03 22:17:40,MOB_IOS,SESS_00658,160,,HD,FR,3.2.2
LOG_002177,CUST_0174,CNT_001,RESUME,2021-01-03 22:23:53,MOB_IOS,SESS_00658,,,HD,FR,3.2.2
LOG_002178,CUST_0174,CNT_001,STOP,2021-01-03 22:26:59,MOB_IOS,SESS_00658,375,,HD,FR,3.2.2
LOG_002179,CUST_1835,CNT_045,PLAY,2021-03-27 22:38:00,TAB_AND,SESS_00659,,,4K,FR,3.1.8
LOG_002180,CUST_1835,CNT_045,STOP,2021-03-27 22:40:43,TAB_AND,SESS_00659,377,,4K,FR,3.1.8
LOG_002181,CUST_1754,CNT_004,PLAY,2024-02-17 17:08:00,PC_WIN,SESS_00660,,,HD,FR,
LOG_002182,CUST_1754,CNT_004,STOP,2024-02-17 17:23:24,PC_WIN,SESS_00660,2921,,HD,FR,
LOG_002183,CUST_0515,CNT_029,PLAY,2022-02-01 10:08:00,PC_MAC,SESS_00661,,,HD,FR,3.2.1
LOG_002184,CUST_0515,CNT_029,PAUSE,2022-02-01 10:16:24,PC_MAC,SESS_00661,504,,HD,FR,3.2.1
LOG_002185,CUST_0515,CNT_029,RESUME,2022-02-01 10:23:36,PC_MAC,SESS_00661,,,HD,FR,3.2.1
LOG_002186,CUST_0515,CNT_029,STOP,2022-02-01 10:37:43,PC_MAC,SESS_00661,4171,,HD,FR,3.2.1
LOG_002187,CUST_1030,CNT_036,PLAY,19/05/2022 22:49:00,TAB_IOS,SESS_00662,,,HD,IT,3.0.5
LOG_002188,CUST_1030,CNT_036,PAUSE,19/05/2022 22:50:10,TAB_IOS,SESS_00662,70,,HD,IT,3.0.5
LOG_002189,CUST_1030,CNT_036,RESUME,19/05/2022 22:54:45,TAB_IOS,SESS_00662,,,HD,IT,3.0.5
LOG_002190,CUST_1030,CNT_036,STOP,19/05/2022 23:20:00,TAB_IOS,SESS_00662,3085,,HD,IT,3.0.5
LOG_002191,CUST_0402,CNT_022,PLAY,2022-01-03 21:41:00,UNKNOWN,SESS_00663,,,HD,MA,3.2.2
LOG_002192,CUST_0402,CNT_022,PAUSE,2022-01-03 21:45:10,UNKNOWN,SESS_00663,250,,HD,MA,3.2.2
LOG_002193,CUST_0402,CNT_022,RESUME,2022-01-03 21:47:38,UNKNOWN,SESS_00663,,,HD,MA,3.2.2
LOG_002194,CUST_0402,CNT_022,STOP,2022-01-03 21:53:05,UNKNOWN,SESS_00663,846,,HD,MA,3.2.2
LOG_002195,CUST_0365,CNT_025,PLAY,2022-03-22 16:41:00,MOB_IOS,SESS_00664,,,HD,FR,3.1.8
LOG_002196,CUST_0365,CNT_025,STOP,2022-03-22 16:53:37,MOB_IOS,SESS_00664,2013,,HD,FR,3.1.8
LOG_002197,CUST_1388,CNT_016,PLAY,1635356460,TV_FIRE,SESS_00665,,,SD,FR,3.2.0
LOG_002198,CUST_1388,CNT_016,PAUSE,1635357346,TV_FIRE,SESS_00665,886,,SD,FR,3.2.0
LOG_002199,CUST_1388,CNT_016,RESUME,1635357536,TV_FIRE,SESS_00665,,,SD,FR,3.2.0
LOG_002200,CUST_1388,CNT_016,STOP,1635359156,TV_FIRE,SESS_00665,-4149,,SD,FR,3.2.0
LOG_002201,CUST_1388,CNT_016,RATE,1635359192,TV_FIRE,SESS_00665,,3,SD,FR,3.2.0
LOG_002202,CUST_1382,CNT_008,PLAY,2021-12-25 18:37:00,MOB_AND,SESS_00666,,,HD,DE,3.2.1
LOG_002203,CUST_1382,CNT_008,PAUSE,2021-12-25 18:42:35,MOB_AND,SESS_00666,335,,HD,DE,3.2.1
LOG_002204,CUST_1382,CNT_008,RESUME,2021-12-25 18:45:18,MOB_AND,SESS_00666,,,HD,DE,3.2.1
LOG_002205,CUST_1382,CNT_008,STOP,2021-12-25 18:49:06,MOB_AND,SESS_00666,1159,,HD,DE,3.2.1
LOG_002206,CUST_1382,CNT_008,RATE,2021-12-25 18:50:00,MOB_AND,SESS_00666,,5,HD,DE,3.2.1
LOG_002207,CUST_1826,CNT_019,PLAY,2022-10-29 14:23:00,TV_AND,SESS_00667,,,4K,DZ,3.2.0
LOG_002208,CUST_1826,CNT_019,STOP,2022-10-29 14:24:09,TV_AND,SESS_00667,1570,,4K,DZ,3.2.0
LOG_002209,CUST_0739,CNT_028,PLAY,05/02/2023 21:57:00,MOB_AND,SESS_00668,,,HD,DZ,3.2.2
LOG_002210,CUST_0739,CNT_028,PAUSE,05/02/2023 22:03:49,MOB_AND,SESS_00668,409,,HD,DZ,3.2.2
LOG_002211,CUST_0739,CNT_028,RESUME,05/02/2023 22:07:23,MOB_AND,SESS_00668,,,HD,DZ,3.2.2
LOG_002212,CUST_0739,CNT_028,STOP,05/02/2023 22:16:56,MOB_AND,SESS_00668,1463,,HD,DZ,3.2.2
LOG_002213,CUST_0863,CNT_972,PLAY,1660680060,PC_WIN,SESS_00669,,,HD,DZ,3.2.0
LOG_002214,CUST_0863,CNT_972,PAUSE,1660681673,PC_WIN,SESS_00669,1613,,HD,DZ,3.2.0
LOG_002215,CUST_0863,CNT_972,RESUME,1660682265,PC_WIN,SESS_00669,,,HD,DZ,3.2.0
LOG_002216,CUST_0863,CNT_972,STOP,1660683452,PC_WIN,SESS_00669,3650,,HD,DZ,3.2.0
LOG_002217,CUST_0863,CNT_972,RATE,1660683462,PC_WIN,SESS_00669,,5,HD,DZ,3.2.0
LOG_002218,CUST_1713,CNT_010,PLAY,2023-05-16 16:46:00,MOB_IOS,SESS_00670,,,SD,MA,3.1.8
LOG_002219,CUST_1713,CNT_010,STOP,2023-05-16 16:47:39,MOB_IOS,SESS_00670,711,,SD,MA,3.1.8
LOG_002220,CUST_1735,CNT_030,PLAY,2021-06-14 12:25:00,MOB_IOS,SESS_00671,,,HD,DZ,3.1.5
LOG_002221,CUST_1735,CNT_030,STOP,2021-06-14 12:31:42,MOB_IOS,SESS_00671,982,,HD,DZ,3.1.5
